,concept_1,concept_2,concept_3,concept_4,concept_5,concept_6,concept_7,concept_8,concept_9,concept_10,concept_11,concept_12,concept_13,concept_14,concept_15,concept_16,concept_17,concept_18,concept_19,concept_20,concept_21,concept_22,concept_23,concept_24,concept_25,concept_26,concept_27,concept_28,concept_29,concept_30
6874.json,0.037902566141477946,-0.09576451928080416,-0.044271346244174545,0.018547230893435105,-0.002106212231322783,0.0211823082317056,-0.02859396977108045,-0.006616638837846279,0.01764198272041233,-0.01736785221136253,-0.009303026448524524,0.02397516976744438,-0.015077268328908659,0.0026478548027298473,-0.02495025717082047,0.013194757878908702,-0.07744477618765117,0.064680972158422,0.03222740620783857,-0.031102753982112902,0.12640900529220908,0.05704477458137697,0.05865676295114045,-0.025644191309542198,-0.06598148218752015,0.029822165117445513,-0.050723190488238944,-0.05424488445612218,-0.05192924014048417,-0.08732627874006556
69568.json,0.12970642417938005,-0.1881764948221955,-0.0585590773042736,0.0495448198561213,0.09484646838170135,-0.02106638230966836,0.029044228424009562,-0.12100649838520092,0.20008703842606976,-0.5274956535848349,0.6313340468356249,-0.2789601249619103,0.08155623407401842,0.07173122120839592,0.10413382403918939,-0.2258887401419044,-0.05008942639011342,-0.048381933710406944,0.02897845332543567,0.01021130845118248,-0.029621797284238513,-0.06028670191762895,0.05867953819164947,0.030677560587611594,0.019620530598962745,0.06539269526150789,0.09058967051780113,0.03159300015438118,-0.013973947715321561,0.03923893826208194
78078.json,0.030319316773991595,-0.06804134358986755,-0.03588601393379552,0.010645041194076206,0.008054832205629697,0.009169974150393813,-0.0010805232804094813,0.01651867702083683,-0.029701466348826085,0.05127842087656236,0.03021728612609405,-0.01684835190298278,-0.023694688881595528,0.016020303412022666,-0.009744083723033026,-0.015849422177074062,0.002609721679129302,0.010039552889713876,-0.036660555512334256,0.00975422117349789,0.02759341263238594,0.04721441489475912,-0.006260939576561818,0.0072278465432404045,-0.018226047379053197,-0.009270814249372856,-0.049078840327608585,0.015079297635073161,-0.0186278810521929,-0.013808115401294355
78383.json,0.044534646520325766,-0.09203905829390722,-0.04765438785619784,0.023560560775436612,0.011811318219423344,0.03316175265632733,-0.027454137657430235,-0.002546984607138156,0.014657139783497256,-0.0023281941510778364,-0.06958908750273798,0.026268339724138966,0.011558738047111708,-0.003340911919281406,0.020772006667856474,-0.015377581200337796,0.07311504939196556,-0.0628539622297442,-0.06187842186139589,-0.016149617520142247,-0.04035902266033387,-0.06565445132667552,-0.08726687857717343,-0.011577683735141857,-0.03485592520040195,0.07182351375509663,0.10844129556653104,-0.04040927615918744,0.029310207105021344,0.022069089571156976
79591.json,0.052598233270743894,-0.10448487354437119,-0.06936060102546937,0.0022533528877882723,0.015256593837375257,0.02484186402090318,-0.005936715764632836,-0.0010764966991135055,0.00860439506809446,0.013712313578205468,-0.10236479087295876,0.03480576630054823,0.025277741482994654,-0.0035294261885835945,0.056431517271501565,-0.06090925504770721,0.018824091460678746,-0.07335721519259404,-0.013895379485999735,-0.03240193327264168,-0.06077764118510138,-0.05748557375407739,-0.09334415608792214,-0.0003074435088773626,0.01704270203283023,0.2339534006598525,0.21341470823858139,0.00430375027040798,0.16764860891283448,0.10195548734747686
84725.json,0.037134613908366025,-0.0839720258879295,-0.03775930992415328,0.012063428151536104,0.0038514711640924688,0.02330628263760835,-0.01994571991122368,0.007429547868269472,0.007770084429084245,0.003933456131956919,-0.04875467317440419,0.049817884337123045,0.011379216356693554,-0.017037003797999405,0.0015347463128011613,-0.08325028526341453,0.022969496507462224,-0.06816119815264034,0.02653855720257617,-0.1543864588537548,0.009072196088759664,0.007683572213282619,0.1082745952146767,-0.00518781737215628,0.01987318598247316,-0.04282318942955865,-0.008934346836872659,-0.08098265103326713,-0.12907877626068281,0.05041357817777846
87441.json,0.03461269439827238,-0.07935798388455052,-0.03958239306812476,0.01402678249251658,0.01207572297798313,0.02023128807423963,-0.016427570873442782,0.006025052810445995,0.00439456195751948,-0.0004950567413380955,-0.05573341143786043,0.03675829451080653,0.007744397447779828,-0.006386063627167667,0.009250098936987975,-0.02622263095897937,0.03779328794613047,-0.028415066556418424,-0.0484873655725897,-0.007887281711228373,-0.024119801750016084,-0.03221606056153162,-0.029128447466145735,0.017732585567995472,-0.0017025666387327765,0.031096247724330412,0.07221318216334931,0.02260901607845656,0.0146081529105273,0.005799662826614922
934.json,0.02954367636606113,-0.06626067740415745,-0.03803132442963448,0.012878887949575325,-0.0019274088717853464,0.017428828825342777,-0.023891564154545724,0.0163531961449001,-0.007332216908303733,0.03263888330204455,-0.03189776583673467,0.021450283405990568,-0.0026227236956941936,0.0041224578853375,-0.0067145606827172044,-0.04866657456233428,0.007766552311127943,0.01002488031381437,0.006367364076331156,0.0366904744393164,-0.026275952026751995,-0.0168361742511005,-0.035301634632589014,0.021301162230093103,0.0007878235564515265,0.04642446282500307,0.028098935229985064,0.06659728316081585,0.010156492033101911,-0.04015488023699845
95794.json,0.03797039032556789,-0.0835223310755704,-0.042326623530765876,0.013029529458014803,0.012488494197445202,0.013194382690245109,-0.014798882271391936,-0.00705845447745899,-0.0025897751602479593,-0.005644072057739332,-0.02097866263480995,0.01601535510657874,0.01242811395704978,0.016108601933327152,-0.00942811575897217,0.039942205609150995,0.06522593037804814,-0.043586580768307036,-0.07696462671753863,0.04556351038176284,-0.026575866440560453,-0.03573674731432718,-0.10003954773208586,-0.03887374192748413,-0.02530390558219549,-0.039187362597315326,-0.07947565492517208,-0.018510216109399194,-0.06378371940965549,0.01682785293910415
97680.json,0.07160976812780134,-0.1165010203812447,-0.0742777832816671,-0.010296236504186457,0.019057391840498795,0.004813827659702282,-0.0061045347342332,-0.02710056925129647,0.026209587763524334,-0.018340182826606457,-0.04209410432390594,-0.0015139248842371935,0.013628179156280324,-0.017867299026810453,0.002974940441329816,0.02487198991670594,0.11457281152036318,-0.09718700944084277,-0.052205331860801424,0.0424284937839503,-0.13887166725479258,0.00018001717666316352,-0.1364632841139552,-0.06283967584759123,0.039687382788001185,-0.09223359194605271,-0.023646176257832045,-0.02787021593622902,0.012501126350747956,0.11133879031725752
98206.json,0.0616404657489786,-0.1200158387778623,-0.05990864349089703,0.006656530670145029,0.006588945253641889,0.02072168294609458,-0.04150710798289711,0.0042496444766209045,0.0141592657611171,0.0016460216030115657,-0.050855999392771856,0.04488527897369377,-0.008793940008569406,-0.0044183423811552085,-0.013144434795214892,-0.05471361685266753,-0.0842435348159137,0.010167103347142823,0.0597234708711226,-0.17866601755613037,0.12192213290223435,-0.019070373888157473,0.2305220928319204,0.026619331381614732,0.02573405255024905,0.045595431370495536,-0.13361058912586732,-0.12428675751761979,-0.23259470031119017,-0.18418581228991387
98299.json,0.047450524457825834,-0.10056873268087382,-0.042211607811199675,0.013293792545608418,-0.012274979328741874,0.028617517143869023,-0.027097168018443397,0.01462001199427584,0.014221275551848267,-0.022761056489911852,0.0015307134441375544,0.02358020252818209,0.0019294334639334096,-0.00691427129885319,-0.02474379959596565,0.03826703798268396,-0.03947231359785387,0.07041413314831996,-0.019557011318133727,-0.0072295997724547536,0.07853435546381207,0.1869572274857506,-0.03548919094226018,-0.03324282826953262,-0.08761046372385503,-0.04347914368226527,-0.026576472780820794,0.0564810596322004,0.0267071720690597,-0.04413624911558896
98373.json,0.046004935565438235,-0.08523033387740477,-0.03052710063821505,0.01607226856722161,0.008204109588886939,0.014227919410847115,-0.025263378444114713,0.0014227275675542193,0.0020774917437249084,0.00999764366546553,-0.02487296902218074,0.0169614241947829,0.003791748363542947,0.008300620146676591,-0.018018598196161695,0.01730041818775921,-0.006506132806175451,-0.004019632902166303,-0.02466307549063978,-0.014467907287468438,0.0626899561009496,0.003689218599534985,0.07793087567513483,0.02285869556184775,-0.033810502780128905,0.08033925943571117,-0.05102694798814719,-0.08799132591918413,-0.02901051123426203,0.030307895542893967
Arrosage.pdf,0.16710334010770264,-0.0033597594990258657,0.08873960348352002,-0.0326290384432911,-0.004305066170817597,-0.030707951315248012,0.10440033649744498,-0.0019829654751554377,-0.024607995127626334,-0.028893820322799496,-0.03367392780922613,0.021117949863600535,-0.07183360460021239,-0.002719969832722374,0.23379350144489297,-0.008957012016434512,0.06169018508313955,0.0806355782054426,-0.09342374642907969,0.02193886532551832,-0.000626836877936287,-0.129204311251535,0.4379685460552297,-0.48224957898374676,-0.15402430621328614,0.009061783454207455,0.08128324609014546,0.15314119775039933,0.184226651698069,-0.3770650257365281
Croissance et DÃ©veloppement.pdf,0.14416970648577512,-0.02477539807107294,0.160238461417858,-0.052808847312156314,-0.042752643178848256,-0.09530782319438579,0.1559980261918843,0.10917831616227604,0.005418371555077637,-0.10984451083745524,0.0028794809949300483,0.053983019827106876,-0.09174289859165691,-0.009902931285660978,0.01230566764355573,0.005127590143663606,0.07991442561151227,0.6181174034854299,-0.04300337186149638,-0.3049473821371585,-0.1684279190265597,-0.06379254754231035,-0.18741242872604802,-0.10834143999363127,0.47655732547116414,0.02011281095580538,-0.01427810680053519,-0.161082080180941,0.05869136443870494,0.04249076544018368
Cycle de Vie.pdf,0.07681453439814255,-0.029415976739507868,0.022129089400159258,-0.03538382444315194,-0.0023827165166216747,-0.028972560273903356,0.07428226018125614,-0.014449022238659239,0.04512471897222234,-0.019235604058636217,-0.003588219920165868,-0.0008911284025772717,0.02398002969482,-0.022891936650614734,0.013646315501872794,0.016602939160072196,0.08940055621905953,0.15409651163249455,0.05099468453703636,-0.08443536167415389,-0.0074163861153026195,0.009903336740964247,-0.046039861773644795,0.06942165909060269,0.06618572432436054,-0.03200037151936684,-0.08161685431107675,-0.023907348276438273,-0.021889460298652547,-0.09766991695333975
L'HumiditÃ© Ambiante.pdf,0.16320326260833368,0.03871631956568954,0.05251812895571329,0.011379695296625416,0.05031935559614083,0.008702143992453115,0.07242980904855266,-0.0626649061524257,-0.10404353710203751,0.03388661548186831,-0.06529374992369784,0.07063298724409131,0.09819968155540157,-0.03473877046308677,0.7103203294257378,0.06062228812690865,-0.2740822731593337,-0.25590243915845223,-0.005540393527531298,0.16923816612643802,0.12100358800659029,0.1563682605312973,-0.1275112492907036,-0.07122718981948578,0.3839536061560627,0.022862579602507628,-0.11377942526757183,-0.06746535019861481,0.000180648935297173,0.04307724629102663
La TempÃ©rature et le Climat.pdf,0.29515874574391826,-0.03120927491233595,0.5992332397139017,0.13135425146223706,0.6384378570506828,-0.07816109813674166,-0.1640642169689154,0.07091340004379416,0.10191376517722668,0.08669950428048424,-0.0036778784889609094,0.04866348528320826,-0.05149684105296469,0.04208565725266696,-0.18195544310455655,0.009782684648862243,0.0019070179949842105,-0.10399145533605875,0.03571463073707809,0.05899992561639152,0.036155962057226876,0.040193686763793354,-0.023138131298479154,0.0812269828207465,0.01345940057313741,0.0034697673066258652,-0.016455330388004608,0.00904934518777042,0.017187893869796092,-0.03496486193180693
Le Drainage et l'AÃ©ration du Sol.pdf,0.3345840543888348,0.41848802282727016,-0.2857810736853278,0.33494952307877107,0.15464937284367247,0.4998972285179895,0.21145483899152023,0.3751999633048831,-0.034821316605401276,-0.13157439832279055,-0.09613824905386285,-0.12582945828693237,0.05386724629326316,0.06619408926704583,-0.0637491755560831,-0.0046972296424931444,0.0403330610410093,0.013969286716832572,0.019127745732974696,-0.01107887263484727,0.006650173643014582,0.009332465597984377,0.0010323296105702246,0.00962036025120699,-0.010062249844951479,-0.01932785386677758,-0.001730608840154769,-0.0036883347361773597,-0.012726525877901027,-0.006667304413577879
Le Rempotage et le SurfaÃ§age des Plantes.pdf,0.2955355215587569,0.2954293782641119,-0.23832192439276387,-0.280544460105963,-0.032302051172372094,-0.1488376637387245,-0.1618987081167982,0.12767958956874004,0.3941438414925754,0.3052445587964115,0.35734334357039593,0.43178804222846123,0.11431072933735145,0.1515025356566766,0.016822144156071698,0.010853784625440737,-0.035440050079450336,0.010722488715672952,-0.10848215459344025,-0.0124024758877287,-0.0333076140305052,-0.018631571685114066,-0.02683653327179042,-0.009943080337031058,-0.06398205051504378,0.023737813612654476,-0.011564016278497683,-0.03209159831129987,0.0082125347596148,-0.0031909606306287177
LuminositÃ© .pdf,0.22601243515440886,-0.07539226807476741,0.41762046386701335,-0.23442844980176775,-0.47605476797589963,0.5481309701767413,-0.2951893333881774,0.08007783554050087,0.08163969811919801,0.07669486053176412,0.08492361414216039,-0.15016462657008028,0.03771271201968705,-0.19784955718376104,0.003962389514622853,-0.021468410402028803,-0.025093598526052092,-0.031743786506567694,0.0014557529494562823,0.004728568593669263,-0.014861001289068783,-0.008345431972263622,-0.030765076879575425,0.051431347032550936,-0.010321393474378956,-0.0003097562892504048,0.013225455120407138,-0.005405767754290257,-0.015449020122345513,-0.017955896621169035
Maladies Fongiques.pdf,0.12655587344334995,-0.025584567778113937,0.05592465050710929,-0.06744045130309673,0.04772775196796646,-0.034333902564218505,0.30365345194142357,-0.05960113352022234,-0.13750336073848415,-0.0501433694493417,0.03436224626072778,0.14591854023068435,0.14267908244458752,-0.2695109007658232,0.24965962102815628,-0.00546947946261206,-0.03346383145837713,0.16627701133958334,0.01069214467672636,-0.11307381107350006,-0.028363167491708682,-0.023160073911049153,-0.14048583014148316,0.5496215111884986,-0.4464540381713026,-0.0805116058084206,-0.09014416257695322,-0.0323542043015166,0.04479704609088821,-0.19390080459730794
Nutrition VÃ©gÃ©tale et les Engrais.pdf,0.250409427992911,0.012717037381042656,0.07657938234047708,0.0197295681206601,-0.33585091179996956,-0.5468831752504488,0.0143208692004478,0.5551851961930983,-0.007936322087969565,-0.20305478655715975,-0.13106446520638182,-0.14955805282524123,-0.19572800911045035,-0.10040556957865344,-0.017874510298258463,-0.01015071537115883,-0.02311725595205717,-0.21993791432444082,0.011332161565571984,0.06727951867380501,0.04565106547962428,-0.02135889512317471,0.0041648107252223385,0.06663102584925086,-0.08103872917007489,-0.008525337572146116,-0.0009330196562723523,-0.03144355061307094,-0.001053026643256466,0.04099345427395933
Origine GÃ©ographique et Biomes.pdf,0.08018638319699271,-0.03322063299683389,0.044598774349119456,0.0005687309243825803,0.019180521976717574,0.0018608196548858843,0.0646604443179678,-0.047755969969085516,-0.0032286165942076533,-0.002582168599743368,-0.03034660596037891,0.014979011734383154,-0.019428799754716855,0.012833824974834044,0.08649943283225144,0.057996722591151524,0.05492000219812038,0.06989338271732694,-0.09073670151953028,-0.016557889701151858,-0.004579754135557569,-0.04949807634000826,0.009485501030885439,-0.09061789020615234,-0.07440829889186772,-0.03831741048149238,-0.05184751617350955,-0.031593334419741,-0.013580968293898966,-0.015579435210702562
Parasites Courants.pdf,0.08357366240293945,-0.053628701265226314,0.03167155351438986,-0.05084751096678588,-0.018078474830918605,-0.011754919116061793,0.3782754447364784,-0.026207056696460146,-0.15611160691517384,-0.02106436428652686,0.15066324100208695,0.2550764007339226,0.3246830577213118,-0.5159899438711193,-0.4245880311481768,0.010480512145862243,-0.1034295257630092,-0.1742429856150675,-0.04841926306365695,0.14970960006714257,0.047958080337423846,-0.030175443657102292,0.021897233795373186,-0.24482804812351633,0.15870879443295408,0.059418018348974116,0.027203569835355813,-0.03111251167069774,0.013653861627498109,-0.003224854156983848
Plantation.pdf,0.3244865563716111,0.2452001673330589,-0.21048401332550146,-0.5272140351265308,0.19197788359970733,-0.08084790891153565,-0.28996643701696634,-0.255928222677259,-0.43685992938829266,-0.18544566828857365,-0.12822862898213425,-0.19816216149067611,-0.08153113467386501,-0.07775961737142699,-0.1222114791173638,-0.029431922668772873,-0.04020845671808238,0.03325965079865939,0.011776891793612373,0.0012923139054174233,0.009760768406302705,-0.008652550165957857,-0.0029378918583524787,0.005870707534046268,0.022810952342002054,0.01170693734832854,0.03052849709872145,0.005086497677352561,-0.012369553009925701,0.02276193729175458
Propagation et Reproduction VÃ©gÃ©tale.pdf,0.19438927526956024,0.016887769333267764,-0.018042484688471278,-0.14290300502250622,-0.049082795069533836,-0.0740470485511927,0.38983466680632517,-0.3075314838774378,0.4954365626158025,0.18191208580850945,-0.3247041424050791,-0.41720988371895723,0.046961483155957634,0.08439399149103023,-0.1465786751861443,-0.1147265238942554,-0.22122581640857908,-0.06856783663872312,-0.08617621621586409,0.014293104338004832,-0.04845709676279713,-0.0045179275315513035,-0.03094365025076361,0.04767155810281995,0.03901838299413547,-0.049487738159184246,-0.014886124547689153,-0.009311702042399133,-0.005101685742661612,-0.033225567005542314
Stress Hydrique _ Thermique _ Lumineux.pdf,0.12447277847011065,-0.026062686258163756,0.17482447915209476,-0.05986633136413096,0.029483728894714553,0.045426903358712564,0.18887006697877168,-0.056632508327275406,-0.05497491781016908,0.01534440705835161,-0.07312069488646618,0.08934928199702014,-0.08085553026486174,0.06342450778892171,0.15489410703156334,-0.014654941689780007,-0.006099042176549003,0.16510953761954356,-0.1511140010001748,0.033185337995955334,-0.0488156421151433,-0.15607134365435463,0.09651549263300101,-0.21551645203178837,-0.38475633522666086,-0.041403174004309325,0.1251092851589347,0.1297567475445003,-0.24058248434877852,0.49883833038802905
Taille et Ãlagage VÃ©gÃ©tal.pdf,0.1244320578127419,-0.009303459566188256,-0.018044924631003174,-0.12405922051613899,-0.016236607970819526,-0.05760950088713043,0.15188481644005383,-0.06082265876881906,0.11911607100251975,0.1095881779041491,0.01528937358259973,-0.10135332749073517,0.10475681596807253,-0.06034892440506444,0.09631471911120766,0.2507750415254107,0.5682123575382075,0.03862552790080021,0.5647403762281209,0.08935377794625274,0.18366261223304156,0.16590589637624428,0.11259396210552076,0.02270374419827849,0.04556636884230694,0.16042519318139384,0.08467925831299657,0.09747662724315721,-0.08692954592534097,0.08777207067339145
Technologies Horticoles Modernes.pdf,0.13719030787893077,-0.017973680112383403,0.1638274727963715,-0.10725993392986963,-0.23932387585121392,0.11652248623652665,0.3063988814531868,-0.17630568203505317,-0.17989716066467684,-0.23558528891843278,-0.0010619257813069478,0.38433527115787186,-0.24009509070057444,0.5607528524907972,-0.1858954792157956,-0.019928229526391342,0.027520436774617355,-0.22258502641081396,0.10761175874659967,0.03428970815841011,0.00985104568670656,0.11982734247935097,-0.028825657611565785,0.10275590919543456,0.05502409864736859,0.01640493296403744,-0.029185566437017373,0.00985740004982958,0.037543306990435364,-0.06663404617859794
ToxicitÃ© VÃ©gÃ©tale.pdf,0.09385605594805656,-0.14106628318253592,-0.043998574398183526,0.008821548750500167,0.011140695367695389,-0.02704846715894071,0.21477387853184057,0.09329196382120687,-0.3855669068742143,0.5558564858439414,0.3932853005447226,-0.30788523540361473,-0.19062583121794482,0.10257235411279715,-0.011573437493717666,-0.10957982122957127,0.09119745418344072,-0.08139917095398885,-0.14670269753919987,-0.11563939206579196,-0.014527969363336618,0.13558112012970686,-0.017831817789462003,0.018421420081782873,0.04299217083925069,-0.09175747050103862,0.04647182641943197,0.018570097747145006,-0.0006278100547717528,-0.04895139069025754
Types de Sol.pdf,0.2717491781792976,0.20321092414982003,-0.04618948468019239,0.5345384264726373,-0.22395676860303734,-0.10290579945801495,-0.15062431772024568,-0.48581747359203625,0.03442688382496658,0.07080969284011211,0.08157279170838867,0.0996389004121176,-0.3928840547990215,-0.2973699042999233,-0.031119273035522817,-0.019333564476350727,0.05354577199929042,0.029239163685543117,0.010896298139010266,0.012908115076405333,-1.963099489523203e-05,0.02134553147411042,-0.027042193454533667,0.021157684923384275,0.004160915000100271,0.019021186956268334,-0.0019610830685723958,0.01976767554382484,0.011641651990182265,0.03691783085630838
pH du Sol .pdf,0.19877227927674423,0.034677655517932886,0.11076130713764742,0.3081307838515201,-0.23027296745487602,-0.21689839493478527,-0.17844928186966408,-0.13777621987448357,-0.2542693418784041,0.0705676347544591,-0.055926773638724364,-0.0961435913568019,0.6897937405120039,0.33008356376192727,-0.059231575350621735,0.01949481414606205,-0.005810884183059391,0.08489700122870661,0.001802448431876845,-0.06468498700289356,-0.04626327418836763,-0.08041100325808521,0.036534822945284456,-0.00201980545449584,-0.025650956108011137,-0.012424623611887911,0.010360299795248641,0.018423668848464872,-0.01506236546204384,-0.008724648373153787
